ROLot,date,time,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40
ROLot-00016,2022-01-17,11:39:01,86.40856335790302,110.01102002391379,114.3588919965483,127.08687795849119,87.05366873788488,129.56584789101908,112.51572449989004,100.0991219773606,83.14321566336943,115.27410383843188,113.99424930198367,132.96893218260482,105.32302334905148,115.45390553167977,152.5567432052992,89.66644360632105,118.40903903292093,108.32938621435115,120.93390870069183,47.45827767995794,54.981458334882696,69.85442840611397,112.40950627728282,74.19422373508641,108.94193983831886,95.27712962096794,94.55235655599117,81.05748465146817,47.39158216038341,71.97055816063084,129.53996043210907,74.75826915561201,115.58560020245741,125.89787814857658,123.44820902229876,146.8004252979493,89.00902160623134,59.519695774956006,108.28179756363906,89.67611221436823
ROLot-00037,2022-01-17,14:36:22,94.91263450827834,,121.4313304295622,125.71172718281005,88.87349442490613,129.1864751987298,116.1164489038036,96.99808668111953,84.04741981903314,113.4953815872499,115.22186035527002,135.08508103772857,102.57969790276888,111.6636882123168,151.97227440067533,85.080240246976,117.65459545958025,106.08366836722445,114.18188101404577,47.87269907776229,55.97263188330248,70.08292922139408,111.72438793884523,64.33775573778205,106.0879651727952,94.21427346998681,97.75763661641383,,48.461738435156946,67.7525805568771,134.32680690981334,75.30251952915188,119.06469731487466,131.7202457231478,121.59465232496777,151.7806159412807,91.87909181847279,59.41481185073001,109.73079730057118,86.21443677206494
ROLot-00028,2022-01-18,08:36:29,93.07459238438926,98.93786147049912,125.02798139363807,126.74282186750442,84.21741882267406,129.64822777673902,121.89340906272162,93.44654208917274,88.17141159171662,109.44522673135405,111.2572677932146,136.2549643280389,102.71139218060914,108.79969072991511,142.81385253790882,91.82095998923427,127.64134267445152,110.27594960655138,112.39193037254934,47.723678429000934,57.28148251757273,66.35891622827745,111.9526613884602,58.33845619452974,117.33895381740633,90.52511160337642,85.71230582815949,83.54043782567311,48.60301311045151,70.68815893686615,136.48382081964593,74.76873159557739,,125.95705213101057,111.31467271263129,149.53048392660006,84.63325645344592,63.4372247324702,97.48929048657678,77.07012224640906
ROLot-00034,2022-01-19,17:33:43,97.32206080841036,89.96624028878543,125.6249480902617,129.29536292679273,89.7801713105551,130.81998542797893,129.00484512823598,94.16384477391722,70.27883432835469,104.90952383948878,134.35110722553705,132.63160805043617,105.58775612450928,90.98243264911297,143.9034754574966,91.54025093280613,138.14574221208224,103.65828543946665,120.75548123252305,48.92766307589995,58.60853463482603,86.08310658977364,106.67703365708381,59.17163990866672,121.08454460471503,95.70055251007048,75.6415837585026,78.20004021793258,45.07045176734278,68.43160350081624,132.39826254797742,76.39909700123258,118.01101895351874,128.7083255622119,110.89849494575563,130.00866783341505,83.32905210314075,71.77978361750432,102.50151823449134,74.18102777131351
ROLot-00036,2022-01-21,16:15:28,96.26857240557993,97.49774029500742,118.78288218447042,134.23505364518888,89.91639986183517,128.08479368509964,107.87679215554553,102.63701673942782,71.82842838080774,116.38340075683433,107.41176096136068,121.09160804121122,96.01281766371945,106.01687705338455,141.34791837375488,95.34814092433766,137.41400749927774,104.49372019815104,119.37718053986548,54.68314698691209,61.52355566313813,90.41537738054237,110.95868839529155,80.38225032117907,117.8863571622621,93.86123825244623,85.18227388112055,77.05638419054728,50.703439039137905,55.817944451793764,127.2107163170556,76.37425226002739,112.06525177805472,133.41642656155756,121.7129221411409,143.8674599789545,78.90941302104547,76.05447268730421,107.08641364209187,69.41978043832673
ROLot-00007,2022-01-22,13:07:37,98.25755439025141,104.14219597966877,117.15359847918238,146.98342727291325,92.35551378036907,130.1607275203646,107.20499363593873,102.89165980388931,78.62703976803881,121.93631151607578,110.94604807110576,124.61762215028952,102.43540792825503,111.88767395714912,145.6928408917101,90.83123245796239,131.5400351857444,102.09662501556468,110.26978832304734,52.67289317445914,58.07731213289428,86.16659373786241,111.08303634713772,70.86235398108225,108.74115943735237,94.08436236368078,101.92154472718444,82.9759450202172,57.59033172343003,62.40475884479632,141.9153835414308,76.56166418301405,107.33625980287067,128.66492329302392,114.62315737689728,148.70411934885877,83.41506121858671,69.14867802195587,106.38898734548577,77.52602653591272
ROLot-00005,2022-01-24,07:51:56,105.47060987834442,106.54034153945176,116.5586862361576,132.0088744396533,89.75062851158924,132.15136787113192,121.89617925169026,97.58907074044944,90.00094146825741,114.31098188187734,113.27711373977169,135.9008181479302,108.22267097880255,118.16772342097687,150.27753804485306,90.9030818603546,122.53490486687629,118.69313641796819,119.00877276652741,59.42434884215352,60.04958898324684,63.109004510346935,110.5003034246876,62.64720367142625,106.19167337821423,91.98690130171437,95.26441314062234,80.35041829696651,70.35822627435337,69.778073125602,128.5992326268091,77.53118158805279,117.558321573555,138.37244047559173,105.98570555311613,144.57367068801315,84.04017381374025,59.87649188559688,102.89497759807215,81.67687779942116
ROLot-00013,2022-01-24,17:09:28,109.76403123624029,107.01863533964216,116.87954169443792,128.54091845207384,91.27540590685346,132.15958282691543,120.67135072038974,92.95209147322365,93.68208176641852,115.1817003234779,114.08398060371552,121.64057683477856,108.82038335773478,104.98808066293994,150.73709732467776,89.83578925732967,114.55858473158881,121.26701703153047,115.08462978100827,54.29726319149769,59.940850547828155,64.63980356764029,109.14263569578976,64.84547442726131,109.34825403083514,95.30457395834489,88.41203155094065,86.46099326318685,70.3843437828664,72.02906318994535,129.43301889624885,76.69318114697928,110.5660124714701,132.9741711849851,117.49103636399639,151.5741589438645,81.00118533777656,59.10452460942314,105.640339076759,75.42614664181117
ROLot-00008,2022-01-25,06:39:38,109.63517297958468,95.26266463244974,119.10086377144201,116.22472683312608,93.8469523796233,136.0391389839468,130.68665561005724,93.76117013172542,86.8874840683632,101.73617004970146,110.94938338638579,129.23095863448555,114.61294117502283,96.68312866360024,151.73388155771482,101.13590560287066,122.89179759449256,126.04146616437674,111.2291002885292,65.25135183237647,65.91826075983164,65.56687549803895,112.13483463041034,68.11864390248562,110.59504668759338,97.04792664426907,87.21972515046214,78.16742137218044,71.29712811590501,71.07770602697427,137.96986713613623,81.42421594666551,112.63214744211001,126.21026674122352,110.29766911367206,149.83151703809605,84.56713733661799,64.25165626861427,103.02589303639016,77.39876692787352
ROLot-00010,2022-01-26,07:32:48,110.60609308739096,92.64609618057499,127.48981424335919,130.93901867539455,101.50161303614756,137.8057430265695,136.12418765919261,101.89660465472255,88.41868894846566,105.7262773438198,107.34799409962808,120.81453949134448,110.59265250740064,106.09423332556294,151.62028860389478,99.25697838510706,132.42867515310328,121.41279394791061,122.83308090810725,65.54012820008727,71.33800218846045,75.9349237898027,112.51226565356319,67.4162630890547,124.17646212373836,99.57798195519564,89.87127883687668,77.22510885004196,70.03811270237716,77.12029540337576,128.3701180857978,81.23460998952876,109.04770067816435,130.3335823158928,107.37712921807841,142.061688784924,83.52295885087915,73.99477548169155,103.66388572672518,71.4247065725912
ROLot-00033,2022-01-26,11:08:56,113.64400030010749,95.45058757535983,128.26042013589583,128.27389091141384,102.03936151803627,137.3794544331868,135.8198344244025,,82.36764520572945,104.61351368093948,108.06019661714947,120.28619393875987,108.78222717914484,96.08288874295518,145.96297062655844,100.20469283977842,129.03424915840043,123.33872799118825,125.85090460666005,66.995322559504,73.32194589806511,70.13499172453987,111.92781737899114,71.80332582254434,133.6961054915161,94.80147522241806,84.54527939037337,68.6962815825936,69.14216779193508,73.59990782171329,131.88474596251464,82.62352486845488,117.06493086323688,132.26827784362305,114.15109391485701,134.74786241300598,83.87705296302138,74.73516813230613,104.82492647277735,70.68682574245744
ROLot-00006,2022-01-29,06:58:30,114.22089208337229,113.5672291931533,120.58228342453673,144.2127868168245,110.72337363005217,141.32774655217057,110.11868917827341,124.97175344543061,89.66013832015584,134.43658862117013,121.15999494627404,133.65944676516025,101.51519223161618,125.381488645706,152.25508061028597,107.75924261758459,134.00955333179058,118.11218283871047,121.03198199143486,74.07990059809289,77.86957297413751,85.11704134770443,127.23949688767654,81.9894944885077,105.05519240128896,90.39422334697157,99.69304022581355,99.756361569816,77.23264079577825,58.97080411366103,137.64883518213594,92.23657159882644,122.01057514147372,128.90974784287653,116.83349048184257,151.67943550652458,90.08023178631045,72.03833917494066,121.73170484147563,76.95939128200615
ROLot-00019,2022-01-29,15:18:47,116.68190013427636,121.95608622247845,121.99495136582648,145.87986656358922,111.10069029376206,139.6128232981616,117.17296533064385,125.79051384838388,84.95552041802365,126.5348779854915,114.13148116337896,132.64957025131076,103.74847935263315,124.99635184708144,152.9035772133001,95.40709642191018,130.4435996250532,123.68836674869132,118.41020551246834,77.2185879969236,79.3302582382418,89.61349170727108,123.74122167462451,87.16883481614435,102.48394437419824,94.44114597991653,107.31501942681179,91.11612731675287,74.72522537120868,60.62029610239998,139.68801525608458,89.1457064643571,119.25877835060763,135.79024489421792,116.01200325753607,158.3058717905593,91.33505288881594,72.27518177932083,119.62129726902819,78.52919084054798
ROLot-00051,2022-02-02,10:43:06,113.62499553713829,110.42382273886751,126.74049197513591,132.2853004499212,118.31330235717638,151.30604730454792,140.65458425390372,118.95044066644193,87.58485617470716,118.79795416680095,124.67294711939829,123.5566238956139,108.93829905532876,110.8460689330866,147.20022571916257,107.00259808442466,137.79588026918606,129.45642701565117,128.16461916656317,81.4040349519017,86.53692684992758,80.30064478440792,134.0145533278769,76.44679297750915,127.34631152158458,98.56795591434978,94.64463276677002,87.25022183376284,71.77026358811428,72.0168042397859,138.26146289955702,96.55224360453784,127.86358453876834,135.17232325029156,119.43285227696519,160.1317172865082,92.55218343652687,75.61760370691123,122.654564747224,81.80062433715759
